Code,Description,Level,Parent_Code
7113,"Promoters of Performing Arts, Sports, and Similar Events",Industry Group,711
71131,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",Industry,7113
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",U.S. Industry,71131
71132,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",Industry,7113
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",U.S. Industry,71132
7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public",Industry Group,711
71141,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public",Industry,7114
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public",U.S. Industry,71141
7115,"Independent Artists, Writers, and Performers",Industry Group,711
71151,"Independent Artists, Writers, and Performers",Industry,7115
711510,"Independent Artists, Writers, and Performers",U.S. Industry,71151
712,"Museums, Historical Sites, and Similar Institutions",Subsector,71
7121,"Museums, Historical Sites, and Similar Institutions",Industry Group,712
71211,Museums,Industry,7121
712110,Museums,U.S. Industry,71211
71212,Historical Sites,Industry,7121
712120,Historical Sites,U.S. Industry,71212
71213,Zoos and Botanical Gardens,Industry,7121
712130,Zoos and Botanical Gardens,U.S. Industry,71213
71219,Nature Parks and Other Similar Institutions,Industry,7121
712190,Nature Parks and Other Similar Institutions,U.S. Industry,71219
713,"Amusement, Gambling, and Recreation Industries",Subsector,71
7131,Amusement Parks and Arcades,Industry Group,713
71311,Amusement and Theme Parks,Industry,7131
713110,Amusement and Theme Parks,U.S. Industry,71311
71312,Amusement Arcades,Industry,7131
713120,Amusement Arcades,U.S. Industry,71312
7132,Gambling Industries,Industry Group,713
71321,Casinos (except Casino Hotels),Industry,7132
713210,Casinos (except Casino Hotels),U.S. Industry,71321
71329,Other Gambling Industries,Industry,7132
713290,Other Gambling Industries,U.S. Industry,71329
7139,Other Amusement and Recreation Industries,Industry Group,713
71391,Golf Courses and Country Clubs,Industry,7139
713910,Golf Courses and Country Clubs,U.S. Industry,71391
71392,Skiing Facilities,Industry,7139
713920,Skiing Facilities,U.S. Industry,71392
71393,Marinas,Industry,7139
713930,Marinas,U.S. Industry,71393
71394,Fitness and Recreational Sports Centers,Industry,7139
713940,Fitness and Recreational Sports Centers,U.S. Industry,71394
71395,Bowling Centers,Industry,7139
713950,Bowling Centers,U.S. Industry,71395
71399,All Other Amusement and Recreation Industries,Industry,7139
713990,All Other Amusement and Recreation Industries,U.S. Industry,71399
72,Accommodation and Food Services,Sector,
721,Accommodation,Subsector,72
7211,Traveler Accommodation,Industry Group,721
72111,Hotels (except Casino Hotels) and Motels,Industry,7211
721110,Hotels (except Casino Hotels) and Motels,U.S. Industry,72111
72112,Casino Hotels,Industry,7211
721120,Casino Hotels,U.S. Industry,72112
72119,Other Traveler Accommodation,Industry,7211
721191,Bed-and-Breakfast Inns,U.S. Industry,72119
721199,All Other Traveler Accommodation,U.S. Industry,72119
7212,RV (Recreational Vehicle) Parks and Recreational Camps,Industry Group,721
72121,RV (Recreational Vehicle) Parks and Recreational Camps,Industry,7212
721211,RV (Recreational Vehicle) Parks and Campgrounds,U.S. Industry,72121
721214,Recreational and Vacation Camps (except Campgrounds),U.S. Industry,72121
7213,"Rooming and Boarding Houses, Dormitories, and Workers’ Camps",Industry Group,721
72131,"Rooming and Boarding Houses, Dormitories, and Workers’ Camps",Industry,7213
721310,"Rooming and Boarding Houses, Dormitories, and Workers’ Camps",U.S. Industry,72131
722,Food Services and Drinking Places,Subsector,72
7223,Special Food Services,Industry Group,722
72231,Food Service Contractors,Industry,7223
722310,Food Service Contractors,U.S. Industry,72231
72232,Caterers,Industry,7223
722320,Caterers,U.S. Industry,72232
72233,Mobile Food Services,Industry,7223
722330,Mobile Food Services,U.S. Industry,72233
7224,Drinking Places (Alcoholic Beverages),Industry Group,722
72241,Drinking Places (Alcoholic Beverages),Industry,7224
722410,Drinking Places (Alcoholic Beverages),U.S. Industry,72241
7225,Restaurants and Other Eating Places,Industry Group,722
72251,Restaurants and Other Eating Places,Industry,7225
722511,Full-Service Restaurants,U.S. Industry,72251
722513,Limited-Service Restaurants,U.S. Industry,72251
722514,"Cafeterias, Grill Buffets, and Buffets",U.S. Industry,72251
722515,Snack and Nonalcoholic Beverage Bars,U.S. Industry,72251
73,Unknown Sector,Sector,
74,Unknown Sector,Sector,
75,Unknown Sector,Sector,
76,Unknown Sector,Sector,
77,Unknown Sector,Sector,
78,Unknown Sector,Sector,
79,Unknown Sector,Sector,
80,Unknown Sector,Sector,
81,Other Services (except Public Administration),Sector,
811,Repair and Maintenance,Subsector,81
8111,Automotive Repair and Maintenance,Industry Group,811
81111,Automotive Mechanical and Electrical Repair and Maintenance,Industry,8111
811111,General Automotive Repair,U.S. Industry,81111
811112,Automotive Exhaust System Repair,U.S. Industry,81111
811113,Automotive Transmission Repair,U.S. Industry,81111
811118,Other Automotive Mechanical and Electrical Repair and Maintenance,U.S. Industry,81111
81112,"Automotive Body, Paint, Interior, and Glass Repair",Industry,8111
811121,"Automotive Body, Paint, and Interior Repair and Maintenance",U.S. Industry,81112
811122,Automotive Glass Replacement Shops,U.S. Industry,81112
81119,Other Automotive Repair and Maintenance,Industry,8111
811191,Automotive Oil Change and Lubrication Shops,U.S. Industry,81119
811192,Car Washes,U.S. Industry,81119
811198,All Other Automotive Repair and Maintenance,U.S. Industry,81119
8112,Electronic and Precision Equipment Repair and Maintenance,Industry Group,811
81121,Electronic and Precision Equipment Repair and Maintenance,Industry,8112
811211,Consumer Electronics Repair and Maintenance,U.S. Industry,81121
811212,Computer and Office Machine Repair and Maintenance,U.S. Industry,81121
811213,Communication Equipment Repair and Maintenance,U.S. Industry,81121
811219,Other Electronic and Precision Equipment Repair and Maintenance,U.S. Industry,81121
8113,Commercial and Industrial Machinery and Equipment (except Automotive and,Industry Group,811
81131,Commercial and Industrial Machinery and Equipment (except Automotive and,Industry,8113
811310,Commercial and Industrial Machinery and Equipment (except Automotive and,U.S. Industry,81131
8114,Personal and Household Goods Repair and Maintenance,Industry Group,811
81141,Home and Garden Equipment and Appliance Repair and Maintenance,Industry,8114
811411,Home and Garden Equipment Repair and Maintenance,U.S. Industry,81141
811412,Appliance Repair and Maintenance,U.S. Industry,81141
81142,Reupholstery and Furniture Repair,Industry,8114
811420,Reupholstery and Furniture Repair,U.S. Industry,81142
81143,Footwear and Leather Goods Repair,Industry,8114
811430,Footwear and Leather Goods Repair,U.S. Industry,81143
81149,Other Personal and Household Goods Repair and Maintenance,Industry,8114
811490,Other Personal and Household Goods Repair and Maintenance,U.S. Industry,81149
812,Personal and Laundry Services,Subsector,81
8121,Personal Care Services,Industry Group,812
81211,"Hair, Nail, and Skin Care Services",Industry,8121
812111,Barber Shops,U.S. Industry,81211
812112,Beauty Salons,U.S. Industry,81211
812113,Nail Salons,U.S. Industry,81211
81219,Other Personal Care Services,Industry,8121
812191,Diet and Weight Reducing Centers,U.S. Industry,81219
812199,Other Personal Care Services,U.S. Industry,81219
8122,Death Care Services,Industry Group,812
81221,Funeral Homes and Funeral Services,Industry,8122
812210,Funeral Homes and Funeral Services,U.S. Industry,81221
81222,Cemeteries and Crematories,Industry,8122
812220,Cemeteries and Crematories,U.S. Industry,81222
8123,Drycleaning and Laundry Services,Industry Group,812
81231,Coin-Operated Laundries and Drycleaners,Industry,8123
812310,Coin-Operated Laundries and Drycleaners,U.S. Industry,81231
81232,Drycleaning and Laundry Services (except Coin-Operated),Industry,8123
812320,Drycleaning and Laundry Services (except Coin-Operated),U.S. Industry,81232
81233,Linen and Uniform Supply,Industry,8123
812331,Linen Supply,U.S. Industry,81233
812332,Industrial Launderers,U.S. Industry,81233
8129,Other Personal Services,Industry Group,812
81291,Pet Care (except Veterinary) Services,Industry,8129
812910,Pet Care (except Veterinary) Services,U.S. Industry,81291
81292,Photofinishing,Industry,8129
812921,Photofinishing Laboratories (except One-Hour),U.S. Industry,81292
812922,One-Hour Photofinishing,U.S. Industry,81292
81293,Parking Lots and Garages,Industry,8129
812930,Parking Lots and Garages,U.S. Industry,81293
81299,All Other Personal Services,Industry,8129
812990,All Other Personal Services,U.S. Industry,81299
813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Subsector,81
8131,Religious Organizations,Industry Group,813
81311,Religious Organizations,Industry,8131
813110,Religious Organizations,U.S. Industry,81311
8132,Grantmaking and Giving Services,Industry Group,813
81321,Grantmaking and Giving Services,Industry,8132
813211,Grantmaking Foundations,U.S. Industry,81321
813212,Voluntary Health Organizations,U.S. Industry,81321
813219,Other Grantmaking and Giving Services,U.S. Industry,81321
8133,Social Advocacy Organizations,Industry Group,813
81331,Social Advocacy Organizations,Industry,8133
813311,Human Rights Organizations,U.S. Industry,81331
813312,"Environment, Conservation and Wildlife Organizations",U.S. Industry,81331
813319,Other Social Advocacy Organizations,U.S. Industry,81331
8134,Civic and Social Organizations,Industry Group,813
81341,Civic and Social Organizations,Industry,8134
813410,Civic and Social Organizations,U.S. Industry,81341
8139,"Business, Professional, Labor, Political, and Similar Organizations",Industry Group,813
81391,Business Associations,Industry,8139
813910,Business Associations,U.S. Industry,81391
81392,Professional Organizations,Industry,8139
813920,Professional Organizations,U.S. Industry,81392
81393,Labor Unions and Similar Labor Organizations,Industry,8139
813930,Labor Unions and Similar Labor Organizations,U.S. Industry,81393
81394,Political Organizations,Industry,8139
813940,Political Organizations,U.S. Industry,81394
81399,"Other Similar Organizations (except Business, Professional, Labor, and",Industry,8139
813990,"Other Similar Organizations (except Business, Professional, Labor, and",U.S. Industry,81399
814,Private Households,Subsector,81
8141,Private Households,Industry Group,814
81411,Private Households,Industry,8141
814110,Private Households,U.S. Industry,81411
82,Unknown Sector,Sector,
83,Unknown Sector,Sector,
84,Unknown Sector,Sector,
85,Unknown Sector,Sector,
86,Unknown Sector,Sector,
87,Unknown Sector,Sector,
88,Unknown Sector,Sector,
89,Unknown Sector,Sector,
90,Unknown Sector,Sector,
91,Unknown Sector,Sector,
92,Public Administration,Sector,
921,"Executive, Legislative, and Other General Government Support",Subsector,92
9211,"Executive, Legislative, and Other General Government Support",Industry Group,921
92111,Executive Offices,Industry,9211
921110,Executive Offices,U.S. Industry,92111
92112,Legislative Bodies,Industry,9211
921120,Legislative Bodies,U.S. Industry,92112
92113,Public Finance Activities,Industry,9211
921130,Public Finance Activities,U.S. Industry,92113
92114,"Executive and Legislative Offices, Combined",Industry,9211
921140,"Executive and Legislative Offices, Combined",U.S. Industry,92114
92115,American Indian and Alaska Native Tribal Governments,Industry,9211
921150,American Indian and Alaska Native Tribal Governments,U.S. Industry,92115
92119,Other General Government Support,Industry,9211
921190,Other General Government Support,U.S. Industry,92119
922,"Justice, Public Order, and Safety Activities",Subsector,92
9221,"Justice, Public Order, and Safety Activities",Industry Group,922
92211,Courts,Industry,9221
922110,Courts,U.S. Industry,92211
92212,Police Protection,Industry,9221
922120,Police Protection,U.S. Industry,92212
92213,Legal Counsel and Prosecution,Industry,9221
922130,Legal Counsel and Prosecution,U.S. Industry,92213
92214,Correctional Institutions,Industry,9221
922140,Correctional Institutions,U.S. Industry,92214
92215,Parole Offices and Probation Offices,Industry,9221
922150,Parole Offices and Probation Offices,U.S. Industry,92215
92216,Fire Protection,Industry,9221
922160,Fire Protection,U.S. Industry,92216
92219,"Other Justice, Public Order, and Safety Activities",Industry,9221
922190,"Other Justice, Public Order, and Safety Activities",U.S. Industry,92219
923,Administration of Human Resource Programs,Subsector,92
9231,Administration of Human Resource Programs,Industry Group,923
92311,Administration of Education Programs,Industry,9231
923110,Administration of Education Programs,U.S. Industry,92311
92312,Administration of Public Health Programs,Industry,9231
923120,Administration of Public Health Programs,U.S. Industry,92312
92313,"Administration of Human Resource Programs (except Education, Public",Industry,9231
923130,"Administration of Human Resource Programs (except Education, Public",U.S. Industry,92313
92314,Administration of Veterans' Affairs,Industry,9231
923140,Administration of Veterans' Affairs,U.S. Industry,92314
924,Administration of Environmental Quality Programs,Subsector,92
9241,Administration of Environmental Quality Programs,Industry Group,924
92411,Administration of Air and Water Resource and Solid Waste Management,Industry,9241
924110,Administration of Air and Water Resource and Solid Waste Management,U.S. Industry,92411
92412,Administration of Conservation Programs,Industry,9241
924120,Administration of Conservation Programs,U.S. Industry,92412
925,"Administration of Housing Programs, Urban Planning, and Community",Subsector,92
9251,"Administration of Housing Programs, Urban Planning, and Community",Industry Group,925
92511,Administration of Housing Programs,Industry,9251
925110,Administration of Housing Programs,U.S. Industry,92511
92512,Administration of Urban Planning and Community and Rural Development,Industry,9251
925120,Administration of Urban Planning and Community and Rural Development,U.S. Industry,92512
926,Administration of Economic Programs,Subsector,92
9261,Administration of Economic Programs,Industry Group,926
92611,Administration of General Economic Programs,Industry,9261
926110,Administration of General Economic Programs,U.S. Industry,92611
92612,Regulation and Administration of Transportation Programs,Industry,9261
926120,Regulation and Administration of Transportation Programs,U.S. Industry,92612
92613,"Regulation and Administration of Communications, Electric, Gas, and Other",Industry,9261
926130,"Regulation and Administration of Communications, Electric, Gas, and Other",U.S. Industry,92613
92614,Regulation of Agricultural Marketing and Commodities,Industry,9261
926140,Regulation of Agricultural Marketing and Commodities,U.S. Industry,92614
92615,"Regulation, Licensing, and Inspection of Miscellaneous Commercial",Industry,9261
926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial",U.S. Industry,92615
927,Space Research and Technology,Subsector,92
9271,Space Research and Technology,Industry Group,927
92711,Space Research and Technology,Industry,9271
927110,Space Research and Technology,U.S. Industry,92711
928,National Security and International Affairs,Subsector,92
9281,National Security and International Affairs,Industry Group,928
92811,National Security,Industry,9281
928110,National Security,U.S. Industry,92811
92812,International Affairs,Industry,9281
928120,International Affairs,U.S. Industry,92812
93,Unknown Sector,Sector,
94,Unknown Sector,Sector,
95,Unknown Sector,Sector,
96,Unknown Sector,Sector,
97,Unknown Sector,Sector,
98,Unknown Sector,Sector,
99,Unknown Sector,Sector,
